,clf,log_loss,accuracy,f1-macro,ROC
0,NB_M,1.2207704332043485,0.5301204819277109,0.2599523042706453,0.8456828976215334
1,RF,1.6032805387781044,0.6234939759036144,0.5458624781787443,0.8601973599126049
2,SVC,1.0021371465779894,0.641566265060241,0.5000127792366678,0.8852541097947529
