,clf,log_loss,accuracy,f1-macro,ROC
0,NB_M,1.3308323873633394,0.5,0.26298916199213196,0.8273198025464092
1,NB_C,1.9166081003474351,0.4954819277108434,0.33881936687311826,0.8022708666125093
2,KNN,1.8296543584627774,0.49096385542168675,0.2910265709566121,0.8178987883376073
3,RF,1.6227149159808645,0.6234939759036144,0.5257261829261588,0.8480508222207469
4,SVC,1.1723168576420322,0.5602409638554217,0.42116172778037875,0.8454021024440831
